YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2011,17,1.19995,1.14937,2895,2673,383,7830,1612,681240
2011,18,1.14889,1.11451,2532,2553,393,7307,1585,655627
2011,19,1.12194,1.10984,2551,2595,351,7236,1556,651983
2011,20,1.06712,1.0524,2353,2280,305,6530,1516,620485
2011,21,1.05058,1.03536,2213,2110,299,6072,1381,586460
2011,22,1.15203,1.11777,2249,1980,307,5946,1357,531954
2011,23,0.970975,0.982949,2040,1760,278,5547,1296,564322
2011,24,0.894683,0.925194,1812,1599,262,4989,1279,539238
2011,25,0.843568,0.835531,1604,1422,244,4448,1251,532356
2011,26,0.815409,0.832393,1472,1462,210,4218,1225,506732
2011,27,0.823052,0.855591,1423,1269,224,4009,1211,468565
2011,28,0.674635,0.706949,1255,1206,188,3721,1220,526346
2011,29,0.631883,0.694387,1243,1184,178,3597,1203,518011
2011,30,0.641513,0.687976,1251,1188,169,3538,1179,514262
2011,31,0.529813,0.644743,1088,1125,151,3202,1175,496632
2011,32,0.644089,0.67533,1207,1223,158,3523,1175,521671
2011,33,0.667718,0.72823,1342,1358,166,3874,1191,531975
2011,34,0.705668,0.806526,1505,1600,220,4444,1195,551005
2011,35,0.804155,0.860408,1528,1781,213,4717,1200,548228
2011,36,0.907804,0.936075,1622,1809,185,4813,1184,514168
2011,37,1.00555,0.966683,1788,2206,205,5567,1196,575887
2011,38,1.03601,0.996007,1816,2264,242,5822,1201,584534
2011,39,1.07583,1.10846,2248,2514,244,6708,1213,605162
2011,40,1.16092,1.20345,3106,3485,377,9365,1850,778182
2011,41,1.19785,1.23777,3317,3667,370,9803,1883,791987
2011,42,1.27926,1.25259,3324,3837,379,9958,1905,794995
2011,43,1.29194,1.30546,3453,4035,380,10298,1900,788840
2011,44,1.42824,1.45295,3634,4658,387,11396,1925,784334
2011,45,1.39803,1.44089,3949,4348,456,11496,1946,797839
2011,46,1.45831,1.46221,3923,4361,474,11721,1900,801594
2011,47,1.56548,1.65573,4125,3340,430,10377,1918,626731
2011,48,1.34313,1.46606,4237,3955,413,11479,1904,782984
2011,49,1.48139,1.51811,3995,4040,442,11187,1898,736905
2011,50,1.63398,1.66429,4579,4097,546,12137,1872,729258
2011,51,1.83126,1.85274,5016,3535,521,11958,1851,645424
2011,52,2.10451,2.12413,5243,3184,668,12356,1821,581697
2012,1,1.73625,1.76709,4514,3393,715,11992,1891,678631
2012,2,1.55066,1.5434,4059,3636,611,11543,1883,747894
2012,3,1.62891,1.64762,4364,4030,498,11939,1887,724623
2012,4,1.76038,1.6843,4766,4802,513,13209,1891,784244
2012,5,1.92728,1.86354,5218,5336,564,14448,1885,775298
2012,6,1.91994,1.86408,5028,5555,565,14624,1875,784516
2012,7,2.09951,2.01839,5277,5994,667,15929,1884,789193
2012,8,2.23973,2.10385,5246,5990,761,16137,1853,767022
2012,9,2.21921,2.09555,5219,6239,766,16518,1826,788242
2012,10,2.16693,2.10398,4811,6493,629,15763,1816,749198
2012,11,2.38913,2.2941,5175,6768,701,17150,1819,747570
2012,12,1.96466,1.92223,4422,5683,609,14524,1780,755579
2012,13,1.84229,1.74239,3807,5256,549,13017,1753,747079
2012,14,1.68674,1.67601,3582,4631,572,11930,1729,711808
2012,15,1.53136,1.49637,3253,4059,544,10732,1707,717202
2012,16,1.37912,1.38202,3001,4020,393,10123,1699,732480
2012,17,1.29515,1.28926,2638,3802,435,9370,1675,726772
2012,18,1.39521,1.35803,2509,3671,455,8999,1564,662649
2012,19,1.32522,1.30833,2524,3468,419,8576,1546,655492
2012,20,1.23059,1.26692,2465,3087,375,8062,1503,636347
2012,21,1.23028,1.27731,2545,3011,378,7878,1415,616765
2012,22,1.26877,1.2991,2480,2601,350,7153,1409,550614
2012,23,1.10782,1.16297,2336,2352,338,6765,1365,581700
2012,24,1.09559,1.08612,2231,2024,300,6133,1289,564670
2012,25,1.11031,1.0568,2259,1974,285,6048,1295,572296
2012,26,1.10616,1.07871,2168,1850,288,5786,1260,536380
2012,27,1.10816,1.04662,1911,1706,273,5291,1271,505533
2012,28,0.999444,0.928152,1913,1751,220,5185,1240,558637
2012,29,0.924199,0.901936,1818,1640,241,4931,1223,546713
2012,30,0.949257,0.915356,1752,1721,283,5103,1250,557488
2012,31,0.978903,0.952548,1728,1706,267,5159,1240,541600
2012,32,0.925024,0.916661,1660,1718,284,5026,1248,548294
2012,33,0.848456,0.901787,1721,1755,232,5051,1238,560110
2012,34,1.04451,1.03315,2098,2128,296,6141,1238,594395
2012,35,1.0986,1.05238,1958,2335,277,6318,1238,600354
2012,36,1.22071,1.12713,1886,2294,318,6296,1242,558585
2012,37,1.24976,1.1866,2176,2870,415,7382,1252,622114
2012,38,1.22892,1.21415,2295,2972,348,7656,1268,630563
2012,39,1.29393,1.25198,2421,2867,398,7807,1248,623572
2012,40,1.23034,1.20559,2773,3691,415,9395,1932,779285
2012,41,1.3278,1.31929,2960,4007,489,10158,1940,769959
2012,42,1.33995,1.32737,3202,4233,488,10585,1968,797444
2012,43,1.37842,1.36688,3346,4268,516,10913,1958,798388
2012,44,1.50085,1.50535,3326,4422,484,11061,1929,734781
2012,45,1.65163,1.61273,3733,5145,541,12674,1974,785871
2012,46,1.76746,1.75208,4034,5526,597,13623,1966,777534
2012,47,2.30609,2.33365,4651,5387,683,14650,1968,627772
2012,48,2.16324,2.2268,5102,7018,953,18521,2006,831730
2012,49,2.83038,2.97657,6486,10857,1071,24877,2006,835762
2012,50,3.43761,3.62552,7446,12945,1262,29432,1977,811800
2012,51,4.30554,4.5532,8546,13971,1648,34332,1908,754019
2012,52,6.06082,6.02598,9709,11391,2554,36588,1905,607171
2013,1,4.64931,4.96368,8444,9108,2792,34103,1982,687051
2013,2,4.32584,4.69072,8297,13424,2796,39896,1995,850531
2013,3,4.51113,4.70473,8633,15992,2316,39441,2008,838326
2013,4,4.2171,4.1646,7441,13439,1765,32426,1978,778610
2013,5,3.78956,3.69533,6609,12653,1574,29808,1963,806640
2013,6,3.29206,3.2363,5757,10816,1207,24987,1931,772086
2013,7,3.0197,2.89421,5289,9395,1045,22321,1926,771229
2013,8,2.71499,2.71742,5099,8415,1023,20519,1940,755092
2013,9,2.4845,2.52297,4633,7981,968,19231,1893,762238
2013,10,2.57808,2.55227,4791,7709,858,18829,1884,737736
2013,11,2.39237,2.43225,4480,7065,889,17392,1846,715059
2013,12,2.06778,2.10851,3957,6095,741,15254,1825,723449
2013,13,1.90281,1.94725,3830,5204,632,13714,1811,704276
2013,14,1.65902,1.74859,3516,4299,675,12273,1769,701881
2013,15,1.43006,1.49713,3110,3929,603,10818,1742,722583
2013,16,1.27757,1.32313,2707,3509,491,9188,1732,694415
2013,17,1.19009,1.22647,2588,3364,425,8589,1711,700300
2013,18,1.09556,1.19614,2439,3142,370,7986,1675,667648
2013,19,1.08589,1.19049,2422,2877,361,7704,1630,647130
2013,20,1.07343,1.17426,2431,2583,393,7317,1582,623114
2013,21,1.01677,1.13342,2230,2219,368,6589,1489,581338
2013,22,1.04847,1.14306,2109,2094,357,6190,1486,541528
2013,23,0.920349,1.00881,1983,1779,330,5638,1421,558875
2013,24,0.920779,1.02358,1969,1713,277,5539,1419,541138
2013,25,0.904333,1.00138,1877,1766,302,5474,1405,546643
2013,26,0.83057,0.909498,1703,1581,285,4915,1389,540408
2013,27,0.862837,0.950042,1594,1489,251,4506,1357,474295
2013,28,0.732182,0.829299,1576,1491,219,4510,1362,543833
2013,29,0.724558,0.802109,1432,1405,185,4186,1341,521874
2013,30,0.740848,0.806333,1416,1464,221,4233,1325,524969
2013,31,0.726037,0.796937,1216,1284,184,3886,1290,487617
2013,32,0.755639,0.779136,1367,1338,198,4075,1299,523015
2013,33,0.761847,0.797653,1364,1366,188,4168,1276,522533
2013,34,0.779896,0.825485,1331,1561,232,4317,1265,522965
2013,35,0.899138,0.935469,1499,1814,316,5053,1260,540157
2013,36,0.999524,1.04345,1681,2035,311,5626,1317,539175
2013,37,1.0558,1.09107,1926,2437,354,6374,1307,584196
2013,38,1.0967,1.20108,2175,2683,365,7110,1290,591969
2013,39,1.24709,1.26179,2393,2963,459,7963,1364,631088
2013,40,1.15746,1.13249,2974,3769,456,9677,1960,854487
2013,41,1.27184,1.21121,3276,3925,533,10420,1990,860298
2013,42,1.31623,1.25682,3483,3880,500,10658,2018,848016
2013,43,1.37444,1.37097,3930,4484,514,12036,2027,877917
2013,44,1.46781,1.42956,4045,4642,531,12502,2028,874537
2013,45,1.5834,1.53588,4434,5062,538,13498,2017,878845
2013,46,1.60253,1.60267,4643,5000,578,13927,2054,868987
2013,47,1.72344,1.73267,4835,5579,583,15168,2012,875411
2013,48,2.11076,2.09858,4937,4313,639,13975,2042,665926
2013,49,2.1708,2.21374,5549,6579,865,18920,2055,854664
2013,50,2.36971,2.41674,5501,7046,802,19398,2054,802651
2013,51,3.15997,3.03071,6555,8406,939,24697,2009,814891
2013,52,4.59053,4.38724,7814,7485,1316,26988,2007,615148
2014,1,4.28195,4.2112,7488,6726,1750,28654,2033,680424
2014,2,3.56288,3.46492,6233,7881,1622,28147,2059,812343
2014,3,3.36378,3.31698,6007,9517,1606,28370,2049,855297
2014,4,3.39659,3.2407,5878,8858,1332,25502,2062,786928
2014,5,3.11922,2.88598,5133,8714,1203,23484,2051,813726
2014,6,2.83572,2.62172,4729,7711,1125,21085,2051,804244
2014,7,2.48484,2.34067,4210,6717,969,18195,2018,777340
2014,8,2.2741,2.12059,4250,6121,873,17234,2025,812700
2014,9,2.07244,1.91094,3953,5875,890,15914,1978,832786
2014,10,1.98207,1.9023,3775,5575,792,15044,1944,790831
2014,11,1.82441,1.76619,3616,5022,816,14024,1904,794024
2014,12,1.82036,1.85791,3798,5611,810,14926,1922,803374
2014,13,1.75391,1.82094,3523,5812,772,14661,1887,805133
2014,14,1.74542,1.83453,3582,5659,807,14637,1866,797863
2014,15,1.67236,1.75446,3574,5587,786,14206,1845,809707
2014,16,1.51659,1.51636,3130,4279,710,11723,1810,773101
2014,17,1.44778,1.40334,2846,3770,658,10814,1771,770592
2014,18,1.29028,1.2593,2501,3591,559,9648,1746,766139
2014,19,1.37388,1.32482,2789,3615,528,9775,1714,737834
2014,20,1.34208,1.27576,2544,3256,532,9033,1660,708049
2014,21,1.34563,1.29483,2733,3068,483,8797,1570,679395
2014,22,1.21291,1.2261,2528,2459,504,7658,1554,624582
2014,23,1.19291,1.14538,2383,2349,398,7229,1461,631143
2014,24,1.14146,1.0678,2227,2181,401,6783,1461,635233
2014,25,1.06503,1.07269,2159,2009,388,6369,1392,593740
2014,26,1.12669,1.01298,2049,1917,328,6038,1411,596063
2014,27,0.947353,0.994705,1865,1688,308,5352,1388,538049
2014,28,0.944187,0.880862,1758,1623,351,5295,1394,601116
2014,29,0.934822,0.858173,1582,1621,361,5083,1376,592305
2014,30,0.81736,0.805152,1455,1450,334,4765,1372,591814
2014,31,0.852792,0.818781,1450,1655,326,4942,1378,603580
2014,32,0.746994,0.783735,1460,1528,273,4744,1382,605307
2014,33,0.761098,0.848703,1528,1631,311,4980,1369,586778
2014,34,0.767627,0.834146,1569,1813,315,5305,1371,635980
2014,35,0.862176,0.905981,1684,2184,307,5799,1353,640080
2014,36,0.984907,1.04506,1753,2258,302,6050,1352,578913
2014,37,1.16287,1.16816,2300,3316,396,8130,1401,695966
2014,38,1.22731,1.27649,2535,3650,393,8888,1405,696282
2014,39,1.2071,1.29758,2522,3447,428,8874,1407,683887
2014,40,1.16191,1.20612,2958,3994,527,10150,1937,841540
2014,41,1.30905,1.32485,3055,4437,548,10977,1960,828544
2014,42,1.37072,1.41192,3442,4728,580,11941,2000,845727
2014,43,1.43373,1.42547,3455,4955,531,12292,2008,862314
2014,44,1.42791,1.43909,3632,5102,530,12313,2053,855608
2014,45,1.61605,1.61532,4277,5799,565,13853,2058,857601
2014,46,1.65976,1.66473,4424,5816,588,14062,1997,844700
2014,47,2.05459,2.0058,4740,7322,642,16674,2058,831289
2014,48,2.53541,2.62227,5432,6848,880,17602,2067,671251
2014,49,2.54253,2.60749,6185,9106,1224,22905,2097,878430
2014,50,3.60563,3.4178,7424,13050,1441,29172,2069,853532
2014,51,4.90976,4.46555,9270,16418,2103,37382,2016,837119
2014,52,5.98221,6.11497,10363,13951,3519,40533,1984,662849
2014,53,5.47421,5.30979,9732,9406,4117,36891,1983,694773
2015,1,4.21374,4.07898,7160,9589,3048,31483,1958,771835
2015,2,4.21022,3.93762,7044,11966,2339,31204,1971,792459
2015,3,4.25968,4.15076,7840,13949,2030,33221,1966,800359
2015,4,3.97761,3.87899,7118,13159,1915,30621,1955,789407
2015,5,3.63443,3.45794,6656,12093,1654,28151,1950,814097
2015,6,3.26527,3.06359,6429,10328,1505,25218,1917,823153
2015,7,2.93083,2.82646,5537,8164,1271,21109,1907,746836
2015,8,2.54474,2.3599,4823,7280,1249,19178,1934,812660
2015,9,2.47227,2.33472,4639,7116,1076,18441,1912,789858
2015,10,2.35665,2.21286,4710,6748,1067,17833,1907,805881
2015,11,2.17008,2.07619,4559,6084,997,16695,1883,804117
2015,12,2.04297,2.01267,4418,6003,931,16122,1848,801027
2015,13,1.954,1.94192,4174,5623,889,14975,1819,771143
2015,14,1.72287,1.74809,3903,4634,878,13733,1820,785602
2015,15,1.53694,1.50367,3448,4214,774,12044,1813,800974
2015,16,1.38283,1.43494,3182,4011,640,10860,1768,756827
2015,17,1.46265,1.45673,3203,4280,602,11095,1753,761638
2015,18,1.38934,1.42836,3106,4079,589,10694,1735,748690
2015,19,1.3468,1.35297,2805,3641,602,9671,1688,714799
2015,20,1.25452,1.33093,2754,3296,470,9024,1622,678023
2015,21,1.21636,1.28422,2593,2714,493,7913,1579,616171
2015,22,1.16734,1.13889,2211,2345,462,6946,1505,609891
2015,23,1.04654,1.10343,2109,2284,456,6744,1455,611184
2015,24,0.943661,0.970748,1734,2046,408,5850,1459,602628
2015,25,0.935046,0.998681,1897,1921,429,5913,1445,592081
2015,26,0.934726,0.978057,1678,1701,380,5232,1417,534938
2015,27,0.864118,0.866431,1546,1675,371,5116,1428,590468
2015,28,0.806535,0.827757,1487,1609,341,4870,1411,588337
2015,29,0.742747,0.797572,1383,1498,321,4626,1401,580010
2015,30,0.737859,0.811221,1415,1459,300,4605,1352,567663
2015,31,0.743224,0.821165,1392,1590,325,4753,1364,578812
2015,32,0.805251,0.819435,1330,1667,291,4750,1340,579668
2015,33,0.816943,0.848041,1429,1815,359,5173,1356,609994
2015,34,0.814518,0.888524,1687,2033,354,5648,1362,635661
2015,35,0.86067,0.962826,1636,2292,324,5963,1354,619323
2015,36,0.886704,1.02252,1714,2169,329,5970,1349,583853
2015,37,1.00845,1.08392,1993,2744,397,7062,1369,651524
2015,38,1.06625,1.17724,2178,2947,432,7704,1367,654414
2015,39,1.05995,1.1716,2170,2746,404,7626,1332,650904
2015,40,1.22559,1.24325,2849,3693,621,10049,1963,808287
2015,41,1.31066,1.3234,3016,4007,678,10715,1976,809660
2015,42,1.3711,1.40399,3263,4360,653,11584,1995,825079
2015,43,1.39171,1.37629,3141,4148,694,11164,1999,811165
2015,44,1.43712,1.46866,3563,4783,692,12423,2048,845875
2015,45,1.50165,1.533,3746,4725,745,12676,2028,826877
2015,46,1.59805,1.60841,3960,5076,766,13484,2023,838344
2015,47,1.89668,1.90047,3974,4073,703,12158,2000,639738
2015,48,1.67728,1.73645,4469,5076,829,14617,2040,841777
2015,49,1.78296,1.81945,4575,5384,873,14986,2020,823657
2015,50,1.87336,1.96571,5135,5105,943,15396,2000,783227
2015,51,2.32148,2.42021,5377,4317,1013,14839,1978,613128
2015,52,2.40991,2.41083,5700,4011,1180,15679,1949,650356
2016,1,1.94328,1.98859,4775,4494,1157,15654,2004,787192
2016,2,1.99796,1.98985,4574,5362,1021,15517,2005,779809
2016,3,2.11829,2.1071,4804,5380,954,15661,2008,743249
2016,4,2.25112,2.19256,5088,6882,1007,18143,2026,827482
2016,5,2.37116,2.30014,5135,7353,1072,18944,2007,823602
2016,6,2.80035,2.67574,5645,8434,1179,21774,2000,813755
2016,7,3.16475,3.02427,5997,9325,1370,24681,1993,816098
2016,8,3.15183,3.11328,6299,10127,1390,26423,1956,848718
2016,9,3.3321,3.32788,6619,11415,1440,28468,1952,855439
2016,10,3.56024,3.5918,6660,11856,1630,30481,1922,848628
2016,11,3.05479,3.09262,5574,9334,1471,24894,1898,804948
2016,12,2.76732,2.78803,5187,8489,1282,21940,1900,786936
2016,13,2.44161,2.52371,4581,7392,1201,19603,1832,776752
2016,14,2.03348,2.12928,3707,6403,1130,16769,1813,787543
2016,15,1.98593,2.05142,3572,6595,1031,16261,1805,792672
2016,16,1.91514,1.98957,3515,6357,945,15437,1774,775895
2016,17,1.69968,1.7858,3157,5557,901,13836,1759,774777
2016,18,1.57635,1.60144,2772,4729,746,11870,1742,741210
2016,19,1.3935,1.4743,2871,4046,665,10707,1690,726244
2016,20,1.29941,1.42286,2688,3630,643,9798,1626,688612
2016,21,1.18379,1.38196,2612,3126,618,8787,1439,635835
2016,22,1.13723,1.33712,2545,2620,532,7997,1482,598077
2016,23,1.04118,1.13894,2293,2313,518,7201,1446,632252
2016,24,0.971814,1.09641,2189,2171,466,6768,1440,617287
2016,25,0.863306,0.999559,2062,1905,386,6024,1402,602666
2016,26,0.833797,0.99095,1873,1810,384,5686,1382,573793
2016,27,0.784516,0.931253,1646,1641,383,5118,1379,549582
2016,28,0.734327,0.843118,1610,1599,383,5078,1392,602288
2016,29,0.698845,0.840286,1670,1621,375,5044,1388,600272
2016,30,0.723099,0.830065,1580,1624,323,4925,1393,593327
2016,31,0.663501,0.790428,1455,1496,315,4596,1360,581457
2016,32,0.69276,0.830826,1512,1639,319,4868,1329,585923
2016,33,0.710029,0.856796,1644,1914,306,5265,1345,614499
2016,34,0.834232,1.00746,1848,2364,349,6260,1356,621362
2016,35,0.992621,1.05868,1815,2651,341,6504,1354,614349
2016,36,1.01605,1.10028,1883,2604,381,6623,1347,601938
2016,37,1.07169,1.1457,2026,3073,452,7639,1365,666755
2016,38,1.10163,1.2189,2341,3298,438,8229,1363,675119
2016,39,1.18841,1.31113,2413,3334,483,8505,1389,648678
2016,40,1.2019,1.27386,3110,4169,643,10864,1946,852842
2016,41,1.23108,1.29342,3207,4078,678,10997,1973,850228
2016,42,1.26796,1.33097,3564,4452,695,11926,1983,896035
2016,43,1.36298,1.42662,3786,4769,700,12648,2006,886570
2016,44,1.48535,1.57071,4314,5287,715,13790,1999,877947
2016,45,1.55954,1.65146,4703,5193,758,14258,1990,863356
2016,46,1.64783,1.73309,4979,5610,829,15160,2000,874739
2016,47,1.91275,2.03388,5032,4567,867,14208,2011,698566
2016,48,1.81725,1.88331,5209,5655,1056,16605,2001,881694
2016,49,1.91433,2.00292,5501,5812,1047,16961,2013,846813
2016,50,2.21003,2.27731,5744,6724,1019,18463,2000,810736
2016,51,2.73568,2.91465,6653,7469,1421,21565,1977,739882
2016,52,3.36832,3.54919,7712,7144,2145,24900,1928,701569
2017,1,3.09689,3.08102,6716,6786,2230,24178,2024,784740
2017,2,3.07346,3.01875,6020,8843,2082,24897,1997,824746
2017,3,3.51643,3.40446,6399,12147,1930,28781,2029,845391
2017,4,3.8027,3.52869,6958,14073,1823,31265,2021,886023
2017,5,4.50313,4.10665,7452,17482,2093,36517,2024,889216
2017,6,5.06308,4.7551,8110,20150,2646,42890,2027,901978
2017,7,4.86009,4.65163,7726,18692,2637,41035,1967,882163
2017,8,4.57916,4.57049,7649,17300,2808,40124,1987,877892
2017,9,3.55674,3.45522,6129,12394,2181,30183,1995,873547
2017,10,3.50417,3.29505,5854,11552,1918,28060,1971,851580
2017,11,3.21511,3.16426,5503,10084,1780,25484,1958,805370
2017,12,3.10088,3.14433,5514,11503,1838,27354,1940,869946
2017,13,2.79056,2.87936,5145,10149,1624,24342,1899,845397
2017,14,2.38547,2.36977,4488,8178,1333,19677,1906,830332
2017,15,1.9703,1.93853,3909,5847,1171,15548,1861,802052
2017,16,1.73442,1.64064,3306,4683,993,13006,1845,792740
2017,17,1.56303,1.4752,2997,4497,928,11924,1846,808298
2017,18,1.4128,1.37755,2890,4105,717,10762,1795,781240
2017,19,1.27492,1.33771,2751,3831,721,10202,1767,762648
2017,20,1.2834,1.34686,2685,3518,709,9809,1746,728288
2017,21,1.16663,1.26579,2341,3060,647,8564,1614,676574
2017,22,1.10977,1.25701,2311,2575,583,7756,1569,617021
2017,23,1.04333,1.16048,2412,2377,591,7510,1493,647145
2017,24,0.905151,1.04834,2049,2099,547,6636,1470,633003
2017,25,0.902718,0.992711,1930,1971,498,6240,1469,628582
2017,26,0.859531,0.961603,1771,1748,467,5596,1422,581945
2017,27,0.818998,0.955818,1728,1564,418,5326,1456,557219
2017,28,0.752505,0.827597,1545,1578,372,4961,1405,599446
2017,29,0.731146,0.811886,1549,1421,419,4747,1384,584688
2017,30,0.733295,0.818527,1576,1515,376,4879,1377,596071
2017,31,0.73102,0.829758,1529,1485,433,4899,1390,590413
2017,32,0.68834,0.828503,1559,1481,390,4915,1386,593239
2017,33,0.732049,0.885896,1603,1691,412,5230,1350,590363
2017,34,0.911188,1.05351,1964,2549,411,6653,1379,631507
2017,35,1.02105,1.11768,2076,2726,503,7133,1370,638196
2017,36,1.09495,1.14028,2073,2488,555,7072,1384,620201
2017,37,1.09475,1.13326,2372,2942,628,8304,1485,732755
2017,38,1.09775,1.17589,2544,3075,655,8563,1484,728214
2017,39,1.18882,1.23848,2840,3201,640,9079,1468,733077
2017,40,1.26682,1.28278,3844,4553,875,12830,2205,1000168
2017,41,1.30662,1.33419,4120,4453,947,13269,2233,994535
2017,42,1.34866,1.41293,4409,4993,974,14319,2254,1013427
2017,43,1.51871,1.57884,5003,5529,1049,15826,2251,1002381
2017,44,1.74793,1.70723,5219,6133,1062,17068,2213,999750
2017,45,1.87047,1.86372,6108,6625,1129,18994,2278,1019146
2017,46,2.06674,2.09726,6805,7478,1354,21615,2281,1030631
2017,47,2.28188,2.34372,6945,5876,1445,19817,2264,845535
2017,48,2.28528,2.24895,7008,7476,1830,23755,2274,1056270
2017,49,2.5848,2.49852,7230,8491,1870,24979,2263,999753
2017,50,3.36711,3.20443,8297,11277,2333,31533,2255,984043
2017,51,4.71836,4.4305,10464,14164,3622,42664,2204,962961
2017,52,5.72036,5.46448,11301,11509,5080,44986,2122,823244
2018,1,5.77543,5.37416,9426,11748,5870,47282,2235,879802
2018,2,5.9083,5.54335,10082,17403,6246,56922,2251,1026852
2018,3,6.49095,6.34203,12004,21873,5551,62937,2277,992379
2018,4,7.17799,7.04897,13432,30671,6091,77468,2279,1098998
2018,5,7.52851,7.79783,14854,37252,5965,86095,2265,1104089
2018,6,7.38424,7.78892,15192,38457,5871,87646,2290,1125265
2018,7,6.46068,6.83583,13340,31984,5430,75987,2215,1111598
2018,8,4.95341,5.17354,10142,20394,4189,52961,2259,1023689
2018,9,3.67274,3.55184,7190,13370,2846,35932,2194,1011645
2018,10,3.2037,3.01348,6357,10841,2289,29109,2203,965961
2018,11,2.78869,2.73862,5590,9479,2121,25928,2188,946753
2018,12,2.50234,2.48438,5212,8635,1969,23785,2168,957380
2018,13,2.41065,2.36593,4722,7216,1743,20696,2131,874750
2018,14,2.07542,2.03306,4550,6211,1696,19067,2117,937849
2018,15,1.78234,1.8062,4148,5508,1449,16672,2076,923041
2018,16,1.61608,1.58958,3859,5269,1116,14892,2103,936850
2018,17,1.53992,1.54077,3725,5343,1101,14572,2079,945759
2018,18,1.53115,1.45326,3656,4810,992,13273,2005,913326
2018,19,1.29599,1.28242,3443,4132,902,11617,1922,905868
2018,20,1.18904,1.2243,3359,3766,799,11067,1966,903948
2018,21,1.24941,1.23385,3384,3429,866,10646,1883,862825
2018,22,1.14134,1.22391,3222,2982,734,9608,1789,785022
2018,23,0.988567,1.04866,2845,2551,654,8688,1783,828488
2018,24,0.895433,0.979381,2375,2242,658,7570,1738,772937
2018,25,0.892227,0.94819,2313,2161,616,7374,1759,777692
2018,26,0.877636,0.867741,2201,1906,626,6932,1720,798856
2018,27,0.77502,0.822957,2000,1862,549,6249,1764,759335
2018,28,0.725956,0.772384,1945,1900,587,6502,1769,841809
2018,29,0.68266,0.707466,1741,1720,469,5786,1732,817849
2018,30,0.640527,0.686508,1665,1643,463,5496,1728,800573
2018,31,0.64106,0.68859,1620,1772,454,5617,1708,815725
2018,32,0.706465,0.736093,1727,1786,476,5864,1670,796639
2018,33,0.708668,0.806323,1989,2172,478,6542,1705,811337
2018,34,0.825743,0.954211,2237,2467,515,7309,1601,765973
2018,35,0.864409,0.962249,2447,2836,542,8117,1661,843545
2018,36,1.10114,1.14153,2817,3346,621,9536,1693,835370
2018,37,1.15244,1.14726,2774,3659,689,10063,1689,877135
2018,38,1.20257,1.31197,3242,3950,729,11190,1666,852916
2018,39,1.25033,1.37701,3471,4185,669,11714,1694,850685
2018,40,1.41846,1.42429,4857,6300,1290,17839,2565,1252483
2018,41,1.40418,1.48151,5307,6250,1321,18561,2609,1252846
2018,42,1.47401,1.59449,5582,6799,1398,19930,2586,1249933
2018,43,1.64257,1.72683,6242,7478,1444,21616,2646,1251776
2018,44,1.79275,1.84522,6864,8285,1450,23154,2633,1254812
2018,45,1.87043,1.93069,7504,8448,1450,24073,2645,1246860
2018,46,1.98387,2.09114,7805,8050,1480,24347,2631,1164292
2018,47,2.24169,2.41082,8598,7193,1699,24612,2586,1020898
2018,48,2.14883,2.25019,8885,8787,2076,29080,2640,1292335
2018,49,2.25531,2.30458,8803,9269,1861,28356,2633,1230419
2018,50,2.64571,2.73758,10150,11373,1980,33098,2622,1209022
2018,51,3.14075,3.24643,11507,12811,2479,38236,2571,1177786
2018,52,3.97127,4.19267,13586,12026,3523,43904,2545,1047161
2019,1,3.46125,3.63499,11675,9557,4260,42094,2609,1158023
2019,2,3.07707,3.14077,9344,10744,3443,38752,2629,1233836
2019,3,3.32915,3.36551,9668,14248,2943,41109,2633,1221478
2019,4,3.81999,3.89305,10728,16925,2853,46113,2614,1184495
2019,5,4.3419,4.5253,11606,22188,3251,55187,2639,1219521
2019,6,4.88288,5.21525,13828,29688,4084,69442,2644,1331519
2019,7,5.04211,5.43173,14224,29223,4274,69978,2628,1288318
2019,8,4.88596,5.2776,13612,26456,4478,66345,2623,1257106
2019,9,4.5499,4.59585,11622,23450,4131,58735,2634,1278001
2019,10,4.38001,4.40341,11146,21736,4052,55348,2614,1256934
2019,11,4.2288,4.13279,10975,20065,4176,53133,2622,1285646
2019,12,3.68449,3.56166,9559,16537,3775,44786,2596,1257449
2019,13,3.08744,3.05634,8621,13608,3183,37844,2587,1238213
2019,14,2.69971,2.68251,7591,11757,2800,32905,2597,1226648
2019,15,2.28549,2.26747,6739,9988,2317,27803,2542,1226170
2019,16,2.01443,1.96931,6319,7894,1874,23122,2517,1174114
2019,17,1.7141,1.72372,5689,6617,1735,20583,2490,1194101
2019,18,1.56927,1.57693,5362,6203,1537,18848,2459,1195232
2019,19,1.49991,1.46086,4785,5903,1357,17096,2415,1170273
2019,20,1.50211,1.50759,4614,5488,1356,16349,2302,1084443
2019,21,1.42357,1.40452,4597,5227,1367,15747,2205,1121166
2019,22,1.39457,1.40617,4437,4659,1301,14770,2179,1050372
2019,23,1.21776,1.23921,3930,4110,1205,13433,2235,1083994
2019,24,1.11351,1.10622,3350,3607,1048,11618,2139,1050239
2019,25,0.992293,1.01351,3046,3282,928,10678,2141,1053569
2019,26,0.947072,0.959926,2940,3106,859,9986,2063,1040288
2019,27,0.876088,0.873735,2433,2676,768,8549,2111,978443
